id;song;artist;duration_ms;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;;;;;;;;;;;genre
;One (Your Name) - Radio Edit;Swedish House Mafia;163246;0.733;0.673;9;-6.572;0;0.0333;0.0132;0.0049;0.16;0.636;125.061;;;;;;;;;;;pop, Dance/Electronic
;Deuces (feat. Tyga & Kevin McCall);Chris Brown;276560;0.692;0.736;1;-5.109;1;0.11;0.0324;0;0.0787;0.217;73.987;;;;;;;;;;;hip hop, pop, R&B
;DJ Got Us Fallin' In Love (feat. Pitbull);Usher;220800;0.663;0.861;7;-3.398;0;0.109;0.0338;0;0.082;0.654;119.963;;;;;;;;;;;hip hop, pop, R&B
;Replay;Iyaz;182306;0.706;0.751;9;-6.323;1;0.0708;0.173;0;0.168;0.195;91.031;;;;;;;;;;;hip hop, pop
;Club Can't Handle Me (feat. David Guetta);Flo Rida;234560;0.616;0.869;0;-3.911;1;0.0327;0.0283;0;0.064;0.473;127.966;;;;;;;;;;;hip hop, pop
;Eenie Meenie;Sean Kingston;201946;0.72;0.607;1;-4.168;1;0.0322;0.0543;0;0.113;0.828;121.223;;;;;;;;;;;hip hop, pop, R&B
;No Hands (feat. Roscoe Dash & Wale);Waka Flocka Flame;263773;0.76;0.595;1;-6.366;1;0.0391;0.00544;0;0.241;0.361;131.497;;;;;;;;;;;hip hop, pop
;Written in the Stars (feat. Eric Turner);Tinie Tempah;207653;0.656;0.931;7;-4.188;1;0.0981;0.0613;0;0.219;0.534;91.881;;;;;;;;;;;hip hop, pop, Dance/Electronic
;Talking to the Moon;Bruno Mars;217866;0.498;0.59;1;-4.721;0;0.032;0.511;0;0.107;0.0784;145.867;;;;;;;;;;;pop
;Can't Be Tamed;Miley Cyrus;168213;0.63;0.91;11;-2.919;0;0.144;0.0287;0;0.196;0.743;116.98;;;;;;;;;;;pop
;Cooler Than Me - Single Mix;Mike Posner;213293;0.768;0.82;7;-4.63;0;0.0474;0.179;0;0.689;0.625;129.965;;;;;;;;;;;hip hop, pop, Dance/Electronic
;Telephone;Lady Gaga;220640;0.824;0.836;3;-5.903;1;0.0404;0.00521;0.000817;0.112;0.716;122.014;;;;;;;;;;;pop
;We No Speak Americano (JT Radio Edit);Yolanda Be Cool;157438;0.901;0.805;6;-5.005;1;0.0464;0.0712;0.0812;0.0923;0.737;124.996;;;;;;;;;;;Dance/Electronic
;Hard;Rihanna;250600;0.31;0.746;1;-3.599;1;0.111;0.0121;0;0.649;0.163;182.032;;;;;;;;;;;hip hop, pop, R&B
;Pass Out;Tinie Tempah;268053;0.693;0.891;1;-3.261;1;0.296;0.0281;0;0.143;0.532;91.1;;;;;;;;;;;hip hop, pop, Dance/Electronic
;Whataya Want from Me;Adam Lambert;227320;0.438;0.672;11;-4.706;0;0.0429;0.0055;0;0.0583;0.457;185.934;;;;;;;;;;;pop
;Bottoms Up (feat. Nicki Minaj);Trey Songz;242013;0.845;0.601;1;-5.283;1;0.161;0.0205;0;0.385;0.329;74.008;;;;;;;;;;;hip hop, pop, R&B
;If We Ever Meet Again (Featuring Katy Perry);Timbaland;292706;0.652;0.605;8;-7.371;1;0.0393;0.00481;0;0.0605;0.394;126.091;;;;;;;;;;;hip hop, pop, R&B
;I Like It;Enrique Iglesias;231373;0.648;0.942;10;-2.881;0;0.0878;0.021;0;0.0594;0.73;129.007;;;;;;;;;;;pop, latin
;Seek Bromance - Aviciiâ€™s Vocal Edit;Tim Berg;203960;0.515;0.837;11;-2.552;1;0.0401;0.0868;0;0.0403;0.52;126.026;;;;;;;;;;;pop, Dance/Electronic
;OMG (feat. will.i.am);Usher;269493;0.781;0.745;4;-5.81;0;0.0332;0.198;1.14E-05;0.36;0.326;129.998;;;;;;;;;;;hip hop, pop, R&B
;Misery;Maroon 5;216200;0.703;0.81;4;-4.874;0;0.0424;0.000315;0;0.216;0.726;102.978;;;;;;;;;;;pop
;Down;Jay Sean;212106;0.657;0.695;2;-4.493;1;0.0321;0.0108;0;0.0822;0.683;65.997;;;;;;;;;;;hip hop, pop, R&B
;Man Down;Rihanna;267000;0.47;0.904;0;-4.024;0;0.177;0.0436;0;0.0491;0.557;155.788;;;;;;;;;;;hip hop, pop, R&B
;My First Kiss (feat. Ke$ha);3OH!3;192440;0.682;0.889;0;-4.166;1;0.0804;0.00564;0;0.36;0.827;138.021;;;;;;;;;;;hip hop, pop, rock
;Baby;Justin Bieber;214240;0.728;0.859;5;-5.237;0;0.137;0.0401;0;0.111;0.535;65.043;;;;;;;;;;;pop
;Teach Me How to Dougie;Cali Swag District;237480;0.846;0.438;11;-4.981;1;0.141;0.2;9.43E-05;0.0939;0.512;85.013;;;;;;;;;;;hip hop, pop
;Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah;Swedish House Mafia;206460;0.736;0.929;7;-5.89;0;0.0674;0.00237;1.11E-05;0.402;0.658;125.03;;;;;;;;;;;pop, Dance/Electronic
;Wavin' Flag;K'NAAN;220520;0.625;0.699;0;-6.416;1;0.0729;0.13;0;0.238;0.717;75.974;;;;;;;;;;;set()
;How Low;Ludacris;201586;0.785;0.498;1;-6.977;1;0.0533;0.00248;1.23E-06;0.224;0.418;143.96;;;;;;;;;;;hip hop, pop
;Blah Blah Blah (feat. 3OH!3);Kesha;172053;0.752;0.836;10;-3.173;1;0.115;0.0843;0.000425;0.424;0.519;120.003;;;;;;;;;;;pop, Dance/Electronic
;All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross);DJ Khaled;232506;0.544;0.781;10;-3.616;1;0.189;0.014;0;0.161;0.277;150.1;;;;;;;;;;;hip hop, pop
;In My Head;Jason Derulo;199026;0.762;0.748;0;-4.15;0;0.033;0.0266;0;0.348;0.851;110.009;;;;;;;;;;;hip hop, pop
;I Need A Dollar;Aloe Blacc;243053;0.84;0.482;6;-7.116;0;0.0333;0.202;0;0.0873;0.957;95.498;;;;;;;;;;;R&B
;Airplanes (feat. Hayley Williams of Paramore);B.o.B;180480;0.66;0.867;6;-4.285;0;0.116;0.11;0;0.0368;0.377;93.033;;;;;;;;;;;hip hop, pop
;My Chick Bad;Ludacris;216933;0.624;0.723;1;-6.782;1;0.378;0.172;0;0.483;0.757;84.789;;;;;;;;;;;hip hop, pop
;Just A Dream;Nelly;237800;0.531;0.752;1;-6.161;1;0.0305;0.0421;0;0.12;0.103;89.917;;;;;;;;;;;hip hop, pop, R&B
;What's My Name?;Rihanna;263173;0.692;0.786;2;-2.959;1;0.069;0.23;0;0.0797;0.583;100.025;;;;;;;;;;;hip hop, pop, R&B
;Impossible;Shontelle;226533;0.599;0.624;8;-3.631;1;0.0343;0.385;0;0.125;0.539;90.034;;;;;;;;;;;pop, R&B
;The Flood;Take That;289359;0.514;0.83;11;-6.077;0;0.044;0.0378;1.43E-06;0.122;0.138;100.631;;;;;;;;;;;pop
;Say Aah (feat. Fabolous);Trey Songz;207546;0.724;0.87;1;-3.614;0;0.113;0.00453;0;0.833;0.81;93.01;;;;;;;;;;;hip hop, pop, R&B
;Whatcha Say;Jason Derulo;221253;0.615;0.711;11;-5.507;1;0.0779;0.0444;0;0.145;0.711;144.036;;;;;;;;;;;hip hop, pop
;Over;Drake;233560;0.325;0.848;7;-5.611;1;0.279;0.0109;0;0.124;0.433;100.093;;;;;;;;;;;hip hop, pop, R&B
;Kickstarts;Example;181826;0.61;0.836;5;-4.455;1;0.0573;0.00374;0;0.358;0.657;126.056;;;;;;;;;;;pop, Dance/Electronic
;She Said;Plan B;208853;0.72;0.538;3;-5.85;0;0.141;0.301;3.03E-06;0.144;0.815;147.007;;;;;;;;;;;Dance/Electronic
;Higher;The Saturdays;207613;0.639;0.862;10;-3.292;1;0.0341;0.049;6.81E-06;0.264;0.596;117.011;;;;;;;;;;;pop, Dance/Electronic
;Do You Remember;Jay Sean;210306;0.855;0.668;11;-4.892;1;0.0644;0.0242;0;0.102;0.803;125.846;;;;;;;;;;;hip hop, pop, R&B
;Hey Daddy (Daddy's Home);Usher;224093;0.59;0.698;11;-4.262;1;0.0286;0.000176;0;0.107;0.352;95.975;;;;;;;;;;;hip hop, pop, R&B
;Right Above It;Lil Wayne;271946;0.376;0.841;3;-4.348;0;0.356;0.0435;0;0.578;0.463;76.052;;;;;;;;;;;hip hop, pop
;All Time Low;The Wanted;205200;0.689;0.615;8;-5.022;0;0.0563;0.352;0;0.0789;0.783;134.036;;;;;;;;;;;pop, Dance/Electronic
;Your Love Is My Drug;Kesha;187133;0.826;0.612;1;-3.891;1;0.0982;0.00681;0;0.0889;0.756;120.057;;;;;;;;;;;pop, Dance/Electronic
;Starry Eyed;Ellie Goulding;176613;0.504;0.814;5;-5.346;0;0.0389;0.135;1.42E-05;0.324;0.596;149.967;;;;;;;;;;;pop, rock, Dance/Electronic
;Find Your Love;Drake;208946;0.625;0.613;6;-6.005;0;0.173;0.0209;0;0.0286;0.738;96.033;;;;;;;;;;;hip hop, pop, R&B
;Ridin' Solo;Jason Derulo;215746;0.442;0.83;9;-4.02;1;0.146;0.128;0;0.129;0.578;89.338;;;;;;;;;;;hip hop, pop
;What You Know;Two Door Cinema Club;189693;0.55;0.753;6;-4.003;0;0.0407;0.000665;7.74E-06;0.0921;0.841;139.048;;;;;;;;;;;World/Traditional, rock, pop
;Young Forever;JAY-Z;253906;0.637;0.69;9;-3.214;0;0.0693;0.417;0;0.211;0.103;140.329;;;;;;;;;;;hip hop
;BedRock;Young Money;288133;0.733;0.664;8;-6.163;1;0.295;0.102;0;0.191;0.557;148.005;;;;;;;;;;;hip hop, pop
;Nothin' on You (feat. Bruno Mars);B.o.B;268320;0.688;0.853;10;-5.814;1;0.0493;0.386;0;0.0862;0.743;103.993;;;;;;;;;;;hip hop, pop
;Teenage Dream;Katy Perry;227741;0.719;0.798;10;-4.582;1;0.0361;0.0162;2.34E-06;0.134;0.591;120.011;;;;;;;;;;;pop
;This Ain't a Love Song;Scouting For Girls;210680;0.458;0.905;0;-4.157;1;0.0451;0.000431;0;0.378;0.553;176.667;;;;;;;;;;;pop, rock
;Billionaire (feat. Bruno Mars);Travie McCoy;211160;0.633;0.673;6;-6.403;0;0.258;0.297;0;0.206;0.659;86.776;;;;;;;;;;;hip hop, pop
;Fireflies;Owl City;228346;0.512;0.662;3;-6.797;1;0.0439;0.0275;0;0.118;0.472;180.114;;;;;;;;;;;rock, pop
;Empire State of Mind (Part II) Broken Down;Alicia Keys;216480;0.484;0.368;6;-7.784;1;0.0341;0.74;3.82E-05;0.118;0.142;92.923;;;;;;;;;;;pop, R&B
;Need You Now;Lady A;236440;0.581;0.717;4;-4.433;1;0.0318;0.0298;0.000186;0.243;0.316;107.884;;;;;;;;;;;pop, country
;Back To December;Taylor Swift;293026;0.529;0.67;2;-4.663;1;0.0303;0.117;0;0.334;0.286;141.893;;;;;;;;;;;pop
;Animal;Neon Trees;212306;0.482;0.829;5;-5.576;1;0.0437;0.00034;0;0.378;0.739;147.99;;;;;;;;;;;rock, pop
;Live Like We're Dying;Kris Allen;212506;0.589;0.893;0;-2.948;1;0.0397;0.0273;0;0.343;0.94;92.011;;;;;;;;;;;pop
;When We Collide;Matt Cardle;226000;0.443;0.683;2;-5.521;1;0.0343;0.0198;5.26E-06;0.313;0.447;81.986;;;;;;;;;;;pop
;Dancing On My Own;Robyn;288670;0.687;0.865;6;-4.663;1;0.0349;0.0743;0.225;0.0966;0.261;117.015;;;;;;;;;;;pop, Dance/Electronic
;If I Die Young;The Band Perry;222773;0.606;0.497;4;-6.611;1;0.0277;0.348;0;0.275;0.362;130.739;;;;;;;;;;;country
;Magic (feat. Rivers Cuomo);B.o.B;196133;0.549;0.932;8;-4.11;0;0.343;0.0127;0;0.347;0.787;82.439;;;;;;;;;;;hip hop, pop
;Rolling in the Deep;Adele;228093;0.73;0.77;8;-5.114;1;0.0298;0.138;0;0.0473;0.507;104.948;;;;;;;;;;;pop, R&B
;"Moves Like Jagger - Studio Recording From ""The Voice"" Performance";Maroon 5;201493;0.722;0.761;11;-4.459;0;0.0475;0.0117;0;0.315;0.624;128.044;;;;;;;;;;;pop
;Party Rock Anthem;LMFAO;262146;0.751;0.736;5;-4.168;0;0.156;0.0206;0;0.265;0.352;130.014;;;;;;;;;;;hip hop, pop, Dance/Electronic
;Firework;Katy Perry;227893;0.638;0.832;8;-5.039;1;0.049;0.141;0;0.113;0.648;124.071;;;;;;;;;;;pop
;Grenade;Bruno Mars;222091;0.704;0.558;2;-7.273;0;0.0542;0.148;0;0.107;0.245;110.444;;;;;;;;;;;pop
;Hey Baby (Drop It to the Floor) (feat. T-Pain);Pitbull;234453;0.595;0.912;10;-3.428;0;0.0884;0.0434;0;0.259;0.762;128.024;;;;;;;;;;;hip hop, pop, latin
;Mr. Saxobeat;Alexandra Stan;195105;0.726;0.931;11;-4.152;0;0.0468;0.0218;0.000283;0.143;0.797;126.976;;;;;;;;;;;pop, Dance/Electronic
;Who's That Chick? (feat. Rihanna);David Guetta;201040;0.675;0.602;11;-4.733;0;0.116;0.00377;0;0.0458;0.933;127.938;;;;;;;;;;;hip hop, pop, Dance/Electronic
;On The Floor;Jennifer Lopez;284866;0.73;0.777;3;-5.194;0;0.0496;0.105;0.000478;0.0691;0.575;130;;;;;;;;;;;hip hop, pop, R&B
;S&M;Rihanna;243533;0.767;0.682;1;-5.02;1;0.042;0.0113;0.00016;0.104;0.833;127.975;;;;;;;;;;;hip hop, pop, R&B
;Blow;Kesha;219973;0.753;0.729;11;-3.862;0;0.0392;0.00334;5.66E-05;0.073;0.812;120.013;;;;;;;;;;;pop, Dance/Electronic
;Sweat - Remix;Snoop Dogg;195986;0.813;0.732;7;-5.636;1;0.03;0.0597;0.00137;0.0826;0.731;130.02;;;;;;;;;;;hip hop, pop
;Higher;Taio Cruz;187626;0.672;0.907;8;-5.069;0;0.0721;0.0048;3.40E-05;0.156;0.746;128.027;;;;;;;;;;;hip hop, pop
;More - RedOne Jimmy Joker Remix;Usher;219986;0.551;0.893;7;-2.628;1;0.0543;0.00166;0;0.348;0.794;125.083;;;;;;;;;;;hip hop, pop, R&B
;Changed the Way You Kiss Me - Radio Edit;Example;195466;0.578;0.857;4;-3.78;0;0.041;0.00548;0.00162;0.0948;0.188;126.979;;;;;;;;;;;pop, Dance/Electronic
;Just Canâ€™t Get Enough;Black Eyed Peas;219426;0.659;0.628;0;-8.685;0;0.179;0.186;0;0.105;0.262;94.05;;;;;;;;;;;hip hop, pop
;Where Them Girls At (feat. Nicki Minaj & Flo Rida);David Guetta;194840;0.666;0.876;3;-3.078;1;0.0414;0.055;0;0.259;0.552;129.884;;;;;;;;;;;hip hop, pop, Dance/Electronic
;I Follow Rivers - The Magician Remix;Lykke Li;281106;0.786;0.709;9;-5.737;0;0.0395;0.0192;0.00118;0.0845;0.285;122.019;;;;;;;;;;;pop, Dance/Electronic
;Give Me Everything (feat. Ne-Yo, Afrojack & Nayer);Pitbull;252306;0.671;0.939;8;-3.206;1;0.161;0.191;0;0.298;0.53;129.024;;;;;;;;;;;hip hop, pop, latin
;Love You Like A Love Song;Selena Gomez & The Scene;188453;0.858;0.678;1;-3.87;0;0.0469;0.0761;0;0.0741;0.922;117.009;;;;;;;;;;;pop, Dance/Electronic
;Black and Yellow;Wiz Khalifa;217666;0.684;0.834;2;-4.524;0;0.0675;0.0646;0;0.271;0.538;164.02;;;;;;;;;;;hip hop, pop
;E.T.;Katy Perry;229573;0.62;0.869;1;-5.252;1;0.175;0.0181;0;0.369;0.76;151.684;;;;;;;;;;;pop
;I Wanna Go;Britney Spears;210266;0.696;0.546;5;-6.55;1;0.0414;0.00379;3.80E-06;0.332;0.787;130.002;;;;;;;;;;;pop
;Stereo Hearts (feat. Adam Levine);Gym Class Heroes;210960;0.646;0.795;9;-3.293;1;0.0976;0.0319;0;0.267;0.796;89.99;;;;;;;;;;;hip hop, pop
;Stereo Love - Radio Edit;Edward Maya;184573;0.799;0.783;1;-3.896;0;0.0322;0.0346;0.0186;0.0757;0.586;127.041;;;;;;;;;;;pop
;Tonight (I'm Fuckin' You);Enrique Iglesias;232213;0.648;0.89;0;-3.982;0;0.0523;0.0294;3.58E-06;0.116;0.321;125.953;;;;;;;;;;;pop, latin
;Down On Me;Jeremih;228453;0.7;0.598;2;-7.783;1;0.114;0.0369;0;0.111;0.594;160.041;;;;;;;;;;;hip hop, pop, R&B
;Loca People - Radio Edit;Sak Noel;215624;0.926;0.808;11;-3.148;0;0.0599;0.000915;0.00327;0.0515;0.701;127.998;;;;;;;;;;;Dance/Electronic
;Heart Skips a Beat (feat. Rizzle Kicks);Olly Murs;202266;0.843;0.881;9;-3.951;1;0.0581;0.14;0;0.0765;0.876;110.621;;;;;;;;;;;pop, Dance/Electronic
;Sexy And I Know It;LMFAO;199480;0.707;0.861;7;-4.225;1;0.316;0.1;0;0.191;0.795;130.021;;;;;;;;;;;hip hop, pop, Dance/Electronic
;You Make Me Feel... (feat. Sabi);Cobra Starship;215693;0.668;0.857;7;-2.944;0;0.0535;0.0191;6.71E-06;0.0385;0.748;131.959;;;;;;;;;;;pop, Dance/Electronic
;Do It Like A Dude;Jessie J;195240;0.663;0.843;2;-3.672;1;0.049;0.0491;0;0.364;0.375;140.036;;;;;;;;;;;hip hop, pop
;Louder (feat. Sian Evans) - Radio Edit;DJ Fresh;206776;0.31;0.926;6;-1.131;0;0.0464;0.0184;0.00792;0.483;0.493;139.85;;;;;;;;;;;pop, Dance/Electronic
;No Hands (feat. Roscoe Dash & Wale);Waka Flocka Flame;263773;0.76;0.595;1;-6.366;1;0.0391;0.00544;0;0.241;0.361;131.497;;;;;;;;;;;hip hop, pop
;When We Stand Together;Nickelback;190786;0.446;0.9;10;-3.541;0;0.0489;0.000102;1.89E-05;0.0404;0.88;187.961;;;;;;;;;;;rock, metal
;Midnight City;M83;243960;0.507;0.729;11;-5.399;0;0.0393;0.0182;1.40E-06;0.0658;0.272;105.013;;;;;;;;;;;rock, pop, metal, Dance/Electronic
;Till the World Ends;Britney Spears;237946;0.693;0.705;8;-5.747;1;0.0665;0.0228;0;0.202;0.45;131.951;;;;;;;;;;;pop
;Earthquake (feat. Tinie Tempah);Labrinth;274600;0.54;0.856;0;-3.966;0;0.1;0.109;0;0.276;0.258;153.071;;;;;;;;;;;pop
;Don't Wanna Go Home;Jason Derulo;206080;0.671;0.808;2;-4.861;0;0.0652;0.02;0;0.134;0.637;121.956;;;;;;;;;;;hip hop, pop
;Paradise;Coldplay;278719;0.449;0.585;5;-6.761;1;0.0268;0.0509;8.75E-05;0.0833;0.212;139.631;;;;;;;;;;;rock, pop
;Last Friday Night (T.G.I.F.);Katy Perry;230746;0.649;0.815;3;-3.796;0;0.0415;0.00125;4.31E-05;0.671;0.765;126.03;;;;;;;;;;;pop
;Set Fire to the Rain;Adele;242973;0.603;0.67;2;-3.882;0;0.0249;0.00408;1.66E-06;0.112;0.445;107.995;;;;;;;;;;;pop, R&B
;I Need A Doctor;Dr. Dre;283733;0.594;0.946;3;-4.521;1;0.452;0.0869;0;0.306;0.397;155.826;;;;;;;;;;;hip hop
;6 Foot 7 Foot;Lil Wayne;248586;0.364;0.752;2;-5.429;1;0.304;0.0007;0;0.318;0.606;79.119;;;;;;;;;;;hip hop, pop
;I'm On One;DJ Khaled;296146;0.413;0.807;11;-3.499;0;0.318;0.0536;0;0.631;0.438;149.33;;;;;;;;;;;hip hop, pop
;Look At Me Now (feat. Lil' Wayne & Busta Rhymes);Chris Brown;222586;0.767;0.677;11;-6.128;0;0.184;0.0339;5.51E-06;0.144;0.538;146.155;;;;;;;;;;;hip hop, pop, R&B
;Rocketeer;Far East Movement;211253;0.664;0.845;4;-6.115;0;0.0461;0.181;0;0.267;0.357;96.005;;;;;;;;;;;hip hop, pop
;Glad You Came;The Wanted;197935;0.722;0.851;7;-3.873;0;0.0639;0.0319;0;0.108;0.452;126.885;;;;;;;;;;;pop, Dance/Electronic
;We R Who We R;Kesha;204760;0.736;0.817;8;-4.9;1;0.0407;0.00987;0.00167;0.117;0.653;119.95;;;;;;;;;;;pop, Dance/Electronic
;Motivation;Kelly Rowland;230560;0.744;0.672;9;-5.589;0;0.0418;0.187;0.000123;0.105;0.266;140.889;;;;;;;;;;;hip hop, pop, R&B
;We Found Love;Rihanna;215226;0.735;0.766;1;-4.485;1;0.0383;0.025;0.00138;0.108;0.6;127.985;;;;;;;;;;;hip hop, pop, R&B
;Don't Hold Your Breath;Nicole Scherzinger;197440;0.66;0.797;5;-6.096;0;0.0262;0.00646;0.000108;0.187;0.674;110.955;;;;;;;;;;;pop, Dance/Electronic
;Buzzin Remix;Mann;224333;0.687;0.939;10;-4.372;0;0.146;0.0887;0;0.283;0.539;104.029;;;;;;;;;;;hip hop, pop
;Yeah 3x;Chris Brown;241666;0.705;0.882;11;-3.201;0;0.0445;0.000369;1.16E-06;0.0934;0.7;130;;;;;;;;;;;hip hop, pop, R&B
;Save The World;Swedish House Mafia;213337;0.507;0.665;0;-7.598;1;0.0474;0.0144;0;0.0759;0.4;126.879;;;;;;;;;;;pop, Dance/Electronic
;All Of The Lights;Kanye West;299613;0.531;0.803;1;-3.284;1;0.0717;0.0796;1.71E-05;0.176;0.221;142.113;;;;;;;;;;;hip hop
;Sure Thing;Miguel;195373;0.684;0.607;11;-8.127;0;0.1;0.0267;0.000307;0.191;0.498;81.001;;;;;;;;;;;pop, R&B
;Coming Home;Diddy - Dirty Money;238693;0.392;0.839;7;-1.921;1;0.193;0.158;0;0.3;0.232;168.001;;;;;;;;;;;hip hop, pop, R&B
;What's My Name?;Rihanna;263173;0.692;0.786;2;-2.959;1;0.069;0.23;0;0.0797;0.583;100.025;;;;;;;;;;;hip hop, pop, R&B
;Beautiful People;Chris Brown;225881;0.415;0.775;5;-6.366;0;0.161;0.0658;0.00431;0.0843;0.536;127.898;;;;;;;;;;;hip hop, pop, R&B
;What the Hell;Avril Lavigne;220706;0.578;0.926;6;-3.689;0;0.0548;0.00472;0.0127;0.14;0.877;149.976;;;;;;;;;;;pop
;Read All About It;Professor Green;235735;0.656;0.752;11;-5.522;0;0.0434;0.336;0;0.223;0.445;100.963;;;;;;;;;;;Dance/Electronic
;Blind Faith;Chase & Status;233666;0.45;0.846;9;-4.712;0;0.0472;0.00523;0;0.228;0.402;140.042;;;;;;;;;;;Dance/Electronic
;Champion (feat. Chris Brown);Chip;237293;0.415;0.934;6;-2.914;0;0.24;0.078;0;0.145;0.52;190.151;;;;;;;;;;;hip hop, Dance/Electronic
;Who Says;Selena Gomez & The Scene;195613;0.682;0.927;4;-2.915;1;0.0479;0.0843;0;0.149;0.744;101.019;;;;;;;;;;;pop, Dance/Electronic
;Down With The Trumpets;Rizzle Kicks;186851;0.753;0.88;4;-4.689;0;0.0806;0.087;0;0.24;0.794;115.057;;;;;;;;;;;hip hop
;Born This Way;Lady Gaga;260253;0.587;0.828;11;-5.108;1;0.161;0.00327;0;0.331;0.494;123.907;;;;;;;;;;;pop
;Super Bass;Nicki Minaj;200013;0.72;0.861;11;-4.339;1;0.209;0.269;5.11E-06;0.601;0.669;126.991;;;;;;;;;;;hip hop, pop
;Donald Trump;Mac Miller;165908;0.636;0.901;1;-7.094;0;0.118;0.119;0;0.391;0.836;162.994;;;;;;;;;;;hip hop
;Bounce (feat. Kelis) - Radio Edit;Calvin Harris;222186;0.779;0.963;2;-2.125;0;0.0399;0.0334;0.493;0.664;0.759;127.941;;;;;;;;;;;hip hop, pop, Dance/Electronic
;Without You (feat. Usher);David Guetta;208133;0.608;0.614;2;-3.727;1;0.0285;0.227;4.06E-06;0.157;0.402;127.884;;;;;;;;;;;hip hop, pop, Dance/Electronic
;Pumped Up Kicks;Foster The People;239600;0.733;0.71;5;-5.849;0;0.0292;0.145;0.115;0.0956;0.965;127.975;;;;;;;;;;;rock, pop
;Headlines;Drake;235986;0.636;0.566;6;-7.16;0;0.106;0.365;0.000353;0.0917;0.425;151.894;;;;;;;;;;;hip hop, pop, R&B
;Price Tag;Jessie J;223053;0.636;0.831;5;-3.945;1;0.182;0.0294;3.85E-06;0.272;0.668;175.015;;;;;;;;;;;hip hop, pop
;Dirt Road Anthem;Jason Aldean;229413;0.678;0.739;2;-5.068;1;0.0352;0.32;2.36E-06;0.116;0.658;127.037;;;;;;;;;;;country
;Roll Up;Wiz Khalifa;227773;0.523;0.805;3;-5.473;1;0.192;0.0524;0;0.0914;0.602;125.358;;;;;;;;;;;hip hop, pop
;Good Life;OneRepublic;253306;0.634;0.69;6;-7.804;1;0.052;0.0771;0;0.132;0.645;94.988;;;;;;;;;;;pop
;Lighters;Bad Meets Evil;303813;0.676;0.695;0;-8.327;1;0.245;0.352;0;0.119;0.144;90.268;;;;;;;;;;;hip hop, pop
;The Lazy Song;Bruno Mars;189109;0.794;0.711;8;-5.124;0;0.0699;0.3;0;0.0955;0.955;174.915;;;;;;;;;;;pop
;The Show Goes On;Lupe Fiasco;239613;0.591;0.889;7;-3.839;1;0.115;0.0189;0;0.155;0.65;143.067;;;;;;;;;;;hip hop, pop
;I Won't Let You Go;James Morrison;229303;0.537;0.611;0;-6.427;1;0.0304;0.229;0;0.146;0.161;105.955;;;;;;;;;;;pop, R&B
;It Girl;Jason Derulo;192200;0.668;0.718;1;-4.736;0;0.0605;0.0165;0;0.104;0.345;91.993;;;;;;;;;;;hip hop, pop
;Someone Like You;Adele;285240;0.554;0.321;9;-8.251;1;0.028;0.893;0;0.0996;0.288;135.047;;;;;;;;;;;pop, R&B
;The Adventures of Rain Dance Maggie;Red Hot Chili Peppers;282400;0.683;0.734;4;-4.523;0;0.029;0.00112;0.0139;0.258;0.576;106.254;;;;;;;;;;;rock
;Pretty Girl Rock;Keri Hilson;243920;0.666;0.87;11;-5.004;0;0.246;0.203;0;0.0851;0.9;160.014;;;;;;;;;;;pop, R&B
;F**kin' Perfect;P!nk;213413;0.563;0.671;7;-4.788;1;0.0373;0.0422;0;0.36;0.45;91.964;;;;;;;;;;;pop
;Honey Bee;Blake Shelton;210720;0.481;0.849;4;-5.131;1;0.0385;0.00167;1.49E-06;0.121;0.723;205.57;;;;;;;;;;;country
;The Edge Of Glory;Lady Gaga;320546;0.583;0.768;9;-6.477;1;0.041;0.000323;0.0162;0.109;0.357;127.952;;;;;;;;;;;pop
;Just A Kiss;Lady A;218840;0.593;0.639;1;-5.826;1;0.0307;0.446;0;0.0998;0.332;142.881;;;;;;;;;;;pop, country
;Tonight Tonight;Hot Chelle Rae;200466;0.686;0.783;4;-4.977;1;0.119;0.0764;0;0.163;0.814;99.978;;;;;;;;;;;hip hop, pop, rock
;Tongue Tied;Grouplove;218013;0.56;0.936;3;-5.835;1;0.0439;0.00847;0;0.161;0.371;112.96;;;;;;;;;;;pop, rock, Folk/Acoustic
;Every Teardrop Is a Waterfall;Coldplay;240796;0.425;0.732;9;-6.883;1;0.0396;0.00194;0.0103;0.171;0.333;117.98;;;;;;;;;;;rock, pop
;Best Thing I Never Had;BeyoncÃ©;253746;0.545;0.649;6;-4.062;1;0.0324;0.143;1.57E-05;0.0894;0.297;99.099;;;;;;;;;;;pop, R&B
;Raise Your Glass;P!nk;202960;0.7;0.709;7;-5.006;1;0.0838;0.0048;0;0.029;0.624;122.019;;;;;;;;;;;pop
;Jar of Hearts;Christina Perri;246587;0.349;0.348;3;-6.142;1;0.0316;0.726;0;0.12;0.0886;74.541;;;;;;;;;;;pop
;Marry You;Bruno Mars;230192;0.621;0.82;10;-4.865;1;0.0367;0.332;0;0.104;0.452;144.905;;;;;;;;;;;pop
;If I Die Young;The Band Perry;222773;0.606;0.497;4;-6.611;1;0.0277;0.348;0;0.275;0.362;130.739;;;;;;;;;;;country
